AREA,orientation,n,originalPlace,year
101141000000,l,2,saratov,2003
101141000000,k,3,saratov,2003
101141000000,l,1,saratov,2011
101141000000,k,2,saratov,2012
26149800000,k,1,sarov,2008
26149800000,l,1,sarov,2005
88634600000,l,1,satka,2008
3035630000000,l,1,sakha,2004
3035630000000,k,1,sakha,2011
3035630000000,l,1,sakha,2007
3035630000000,k,1,sakha,2008
74753800000,l,1,sakhalin,2006
74753800000,k,3,sakhalin,2009
74753800000,l,1,sakhalin,2010
74753800000,k,1,sakhalin,2006
61652100000,l,1,saianogorsk,2009
1009120000,k,1,svao,2007
194272000000,l,1,sverdlovsk,2011
194272000000,k,3,sverdlovsk,2007
194272000000,l,1,sverdlovsk,2005
194272000000,k,2,sverdlovsk,2005
1.888,l,1,svetlogorsk,2008
1009120000,l,2,sviblovo,2006
1009120000,k,1,sviblovo,2006
1009120000,l,1,sviblovo,2010
1009120000,k,1,sviblovo,2011
42104800000,k,1,sviatogorskii,2011
42104800000,k,1,sviatogorskii,2003
75617300000,l,1,severin,2011
75617300000,k,1,severin,2006
75617300000,l,1,severin,2007
75617300000,k,1,severin,2012
351792000000,k,1,severobaikal'sk,2003
351792000000,l,2,severobaikal'sk,2005
307619000000,k,1,severodvinsk,2010
75617300000,k,2,severokavkazskii,2004
143071000000,k,1,severomorsk,2007
143071000000,k,2,severomorsk,2008
314507000000,l,1,seversk,2011
172464000000,k,1,segezha,2003
172464000000,l,1,segezha,2010
45938100000,l,1,senezh,2006
194272000000,l,1,serov,2005
194272000000,k,3,serov,2006
194272000000,l,1,serov,2010
194272000000,k,2,serov,2007
45938100000,l,1,serpukhov,2009
45938100000,k,1,serpukhov,2003
45938100000,l,1,serpukhov,2006
1404590000,l,1,sestroretsk,2003
159839000000,l,3,sibir',2005
159839000000,k,5,sibir',2007
159839000000,l,3,sibir',2003
159839000000,k,2,sibir',2008
37242500000,l,2,simbirsk,2004
53541500000,l,5,skolkovo,2011
53541500000,k,2,skolkovo,2012
39695000000,l,1,skopin,2012
49871500000,k,2,smolensk,2012
49871500000,l,1,smolensk,2006
1.888,k,2,sovetsk,2005
1.888,l,1,sovetsk,2005
128003000000,l,1,solikamsk,2010
128003000000,l,1,solikamsk,2011
128003000000,k,2,solikamsk,2006
75617300000,l,2,sochi,2007
75617300000,k,3,sochi,2009
75617300000,l,2,sochi,2011
75617300000,k,3,sochi,2005
66180200000,k,1,stavropol',2009
66180200000,k,1,stavropol',2012
112861000000,l,5,stalingrad,2012
112861000000,k,4,stalingrad,2007
112861000000,k,2,stalingrad,2005
34920400000,k,1,starodub,2010
142986000000,k,1,sterlitamak,2005
75617300000,l,2,strezhevoi,2004
1404590000,k,1,strel'na,2007
1009120000,k,1,strogino,2009
1009120000,l,1,strogino,2010
45938100000,l,1,stupino,2004
45938100000,k,1,stupino,2003
95796800000,l,1,sudzhensk,2005
29138200000,l,2,suzdal',2009
29138200000,k,1,suzdal',2004
29138200000,k,1,suzdal',2009
172464000000,l,1,suna,2013
172464000000,l,1,suna,2003
172464000000,k,1,suna,2003
534822000000,k,2,surgut,2012
534822000000,l,1,surgut,2005
534822000000,k,1,surgut,2003
45938100000,l,1,skhodnia,2007
53541500000,l,1,syzran',2006
53541500000,k,1,syzran',2008
53541500000,k,1,syzran',2006
417593000000,l,1,syktyvkar,2006
417593000000,k,1,syktyvkar,2003
417593000000,l,1,syktyvkar,2003
417593000000,k,1,syktyvkar,2008
101055000000,l,1,taganrog,2010
101055000000,k,3,taganrog,2008
101055000000,l,2,taganrog,2009
194272000000,l,1,tagil,2003
194272000000,k,1,tagil,2006
194272000000,l,1,tagil,2012
194272000000,k,1,tagil,2005
4496400000,k,1,taimyr,2007
4496400000,l,1,taimyr,2010
4496400000,k,2,taimyr,2005
752945000000,l,1,taishet,2010
34463000000,k,1,tambov,2006
34463000000,l,1,tambov,2010
34463000000,k,2,tambov,2004
29801200000,l,1,tarusa,2012
29801200000,k,1,tarusa,2009
29801200000,l,1,tarusa,2003
29801200000,k,1,tarusa,2006
68035300000,k,1,tatariia,2010
68035300000,k,1,tatarstan,2010
68035300000,l,1,tatarstan,2005
68035300000,k,2,tatarstan,2009
84480900000,l,2,tver',2011
84480900000,k,2,tver',2011
84480900000,l,1,tver',2004
84480900000,k,2,tver',2008
75617300000,l,1,temriuk,2007
75617300000,k,1,temriuk,2009
75617300000,l,2,temriuk,2005
45938100000,l,1,tin'kovy,2004
45938100000,k,1,tin'kovy,2011
45938100000,k,1,tin'kovy,2006
84212600000,k,1,tikhvin,2008
159839000000,l,1,tobol'sk,2008
159839000000,k,1,tobol'sk,2007
159839000000,l,1,tobol'sk,2010
159839000000,k,1,tobol'sk,2008
4348210,k,1,tolstopal'tsevo,2004
53541500000,l,1,tol'iatti,2004
53541500000,k,1,tol'iatti,2006
53541500000,l,1,tol'iatti,2010
53541500000,k,3,tol'iatti,2004
45938100000,k,1,tomilino,2012
314507000000,k,6,tomsk,2007
314507000000,l,2,tomsk,2012
314507000000,k,1,tomsk,2009
95796800000,l,1,tom',2005
95796800000,k,1,tom',2006
84212600000,l,1,tosno,2006
45938100000,l,1,troparevo,2004
45938100000,k,1,troparevo,2008
75617300000,k,1,tuapse,2010
75617300000,k,1,tuapse,2006
168539000000,l,2,tuva,2011
168539000000,k,1,tuva,2007
168539000000,l,2,tuva,2003
25714300000,l,1,tula,2004
25714300000,k,3,tula,2010
25714300000,l,1,tula,2011
25714300000,k,1,tula,2009
168539000000,l,1,tyva,2012
362638000000,l,2,tynda,2005
362638000000,k,1,tynda,2009
159839000000,k,2,tiumen',2012
159839000000,l,1,tiumen',2005
159839000000,k,2,tiumen',2009
36156700000,l,1,uglich,2008
36156700000,k,1,uglich,2009
36156700000,k,1,uglich,2003
42104800000,k,1,udmurtiia,2012
42104800000,l,1,udmurtiia,2010
42104800000,k,1,udmurtiia,2004
37242500000,k,1,ul'ianovsk,2006
37242500000,l,1,ul'ianovsk,2010
37242500000,k,1,ul'ianovsk,2004
677128000000,k,1,urengoi,2010
677128000000,k,1,urengoi,2013
1444240000,l,1,urup,2005
112861000000,l,1,uriupinsk,2008
112861000000,l,1,uriupinsk,2005
112861000000,k,1,uriupinsk,2004
128003000000,k,1,usol'e,2008
782666000000,k,1,ussuri,2009
165229000000,l,1,ussuriisk,2008
165229000000,k,1,ussuriisk,2008
165229000000,k,1,ussuriisk,2011
145444000000,k,1,ustiug,2003
145444000000,k,1,ustiug,2011
142986000000,l,1,ufa,2012
142986000000,k,2,ufa,2008
142986000000,k,2,ufa,2013
165229000000,k,1,fokino,2008
1404590000,l,1,fontanka,2012
1404590000,k,3,fontanka,2012
1404590000,l,1,fontanka,2004
1404590000,k,1,fontanka,2006
45938100000,l,1,friazino,2012
45938100000,k,1,friazino,2007
21633900000,l,2,furmanov,2008
21633900000,k,1,furmanov,2003
782666000000,l,1,khabarovsk,2003
782666000000,k,3,khabarovsk,2008
782666000000,l,1,khabarovsk,2012
61652100000,k,1,khakasiia,2012
49932100000,l,1,khasaviurt,2003
49932100000,k,1,khasaviurt,2003
4496400000,k,1,khatanga,2005
45938100000,l,1,khimki,2008
45938100000,k,1,khimki,2011
45938100000,k,1,khimki,2007
101141000000,l,1,khoper,2005
101141000000,k,1,khoper,2007
101141000000,l,1,khoper,2006
101141000000,k,1,khoper,2004
1009120000,k,1,tsao,2013
1009120000,l,1,tsaritsyno,2011
1009120000,k,1,tsaritsyno,2008
1009120000,l,1,tsaritsyno,2010
1009120000,k,1,tsaritsyno,2012
39695000000,l,1,tssk,2006
39695000000,l,1,tssk,2011
45938100000,k,1,tsukanovo,2011
52206800000,l,1,tsusim,2004
52206800000,k,1,tsusim,2005
52206800000,l,1,tsusim,2007
52206800000,k,1,tsusim,2009
709138000000,k,1,chao,2010
709138000000,l,1,chao,2006
709138000000,k,1,chao,2006
88634600000,k,1,chebarkul',2007
18379500000,l,1,cheboksary,2010
18379500000,k,2,cheboksary,2007
18379500000,k,2,cheboksary,2009
12455100000,l,1,chegem,2006
12455100000,k,1,chegem,2009
88634600000,l,1,cheliabinsk,2011
88634600000,k,1,cheliabinsk,2008
88634600000,l,1,cheliabinsk,2012
88634600000,k,4,cheliabinsk,2007
128003000000,k,1,cherdyn',2004
1009120000,l,1,cheremushki,2005
1009120000,k,1,cheremushki,2004
1009120000,l,1,cheremushki,2010
1009120000,k,1,cheremushki,2007
752945000000,k,1,cheremkhovo,2011
145444000000,l,1,cherepovets,2011
145444000000,k,1,cherepovets,2011
145444000000,l,1,cherepovets,2012
145444000000,k,2,cherepovets,2007
14278500000,k,1,cherkesiia,2003
14278500000,l,1,cherkessk,2004
177881000000,k,1,chernakova,2010
45938100000,l,1,chernogolovka,2013
45938100000,k,1,chernogolovka,2010
45938100000,l,1,chernogolovka,2006
1009120000,k,10,chernozem'e,2008
1009120000,l,1,chernozem'e,2010
19253200000,l,2,chechnia,2007
19253200000,k,2,chechnia,2005
19253200000,l,3,chechnia,2009
19253200000,k,1,chechnia,2004
68035300000,k,1,chistopol',2008
413018000000,l,5,chita,2006
413018000000,k,2,chita,2010
413018000000,k,2,chita,2009
18379500000,k,1,chuvashiia,2003
18379500000,k,1,chuvashiia,2007
55092400000,k,1,chudovo,2009
55092400000,k,1,chudovo,2004
709138000000,l,1,chukotka,2003
709138000000,k,3,chukotka,2007
709138000000,l,2,chukotka,2008
709138000000,k,2,chukotka,2012
194272000000,l,1,chulkovy,2012
194272000000,k,1,chulkovy,2004
194272000000,l,2,chusovaia,2005
194272000000,k,4,chusovaia,2007
194272000000,l,1,chusovaia,2004
194272000000,k,2,chusovaia,2003
1009120000,k,1,shabolovka,2004
1009120000,l,1,shabolovka,2004
45938100000,l,1,shatura,2003
45938100000,k,1,shatura,2008
76790200000,k,1,shermeneva,2012
76790200000,l,1,shermeneva,2005
76790200000,k,1,shermeneva,2013
168126000000,l,1,shishov,2007
168126000000,k,1,shishov,2010
21633900000,l,1,shuia,2005
21633900000,k,1,shuia,2008
21633900000,k,1,shuia,2007
25714300000,k,1,shchekina,2005
45938100000,k,1,shchelkovo,2008
19253200000,l,1,ekazhevo,2008
70525800000,l,1,elista,2004
70525800000,k,1,elista,2009
70525800000,l,1,elista,2010
12455100000,l,2,el'brus,2008
12455100000,k,1,el'brus,2011
12455100000,l,1,el'brus,2004
12455100000,k,1,el'brus,2013
101141000000,l,1,engel's,2011
101141000000,k,2,engel's,2007
101141000000,k,1,engel's,2005
1009120000,k,1,iuao,2007
1009120000,k,1,iuvao,2007
534822000000,k,1,iugra,2012
95796800000,k,1,iurga,2004
95796800000,l,1,iurga,2012
45938100000,k,1,iurlovo,2004
45938100000,k,1,iurlovo,2010
60248100000,l,1,iur'evets,2004
60248100000,k,1,iur'evets,2003
60248100000,k,1,iur'evets,2005
1009120000,l,1,iakimanka,2004
1009120000,k,1,iakimanka,2005
1009120000,l,2,iakimanka,2012
3035630000000,k,1,iakutiia,2010
3035630000000,l,1,iakutiia,2007
3035630000000,k,4,iakutiia,2008
3035630000000,l,1,iakutsk,2004
3035630000000,k,1,iakutsk,2011
3035630000000,l,1,iakutsk,2005
3035630000000,k,1,iakutsk,2004
413018000000,l,3,iamaiskii,2003
413018000000,k,1,iamaiskii,2004
413018000000,l,1,iamaiskii,2006
413018000000,k,1,iamaiskii,2003
76790200000,k,2,iamshchikova,2010
76790200000,k,1,iamshchikova,2006
159839000000,k,1,iankovy,2009
36156700000,l,2,iaroslavl',2004
36156700000,k,1,iaroslavl',2010
36156700000,k,2,iaroslavl',2005
1009120000,l,1,iauza,2006
1009120000,k,2,iauza,2011
1009120000,l,1,iauza,2013
1009120000,k,1,iauza,2009
1009120000,k,2,iauzskii,2006
1009120000,l,1,iauzskii,2007
45938100000,l,1,iakhroma,2006
